Ad group,Keyword,Currency,Avg. Monthly Searches (exact match only),Competition,Suggested bid,Impr. share,Organic impr. share,Organic avg. position,In account?,In plan?,Extracted From
Keyword Ideas,how to buy olive oil,USD,170,0.74,0.35,,,,N,N,
Keyword Ideas,olive oil treatment,USD,260,0.3,0.89,,,,N,N,
Keyword Ideas,australian olive oil brands,USD,50,0.8,1.08,,,,N,N,
Keyword Ideas,filippo berio olive oil review,USD,90,0.35,0.09,,,,N,N,
Keyword Ideas,oil of life,USD,480,1,0.62,,,,N,N,
Keyword Ideas,does olive oil help hair growth,USD,170,0.19,0.43,,,,N,N,
Keyword Ideas,olive oil for soap making,USD,70,0.81,1.33,,,,N,N,
Keyword Ideas,oxygenated olive oil,USD,140,1,0.78,,,,N,N,
Keyword Ideas,titone olive oil,USD,50,0.52,0.64,,,,N,N,
Keyword Ideas,pons olive oil,USD,140,0.6,0.49,,,,N,N,
Keyword Ideas,monini olive oil review,USD,140,0.8,0.44,,,,N,N,
Keyword Ideas,infused olive oils,USD,140,0.91,0.83,,,,N,N,
Keyword Ideas,type of olive oil,USD,90,0.27,0.41,,,,N,N,
Keyword Ideas,oilve oil,USD,320,0.37,0.75,,,,N,N,
Keyword Ideas,is olive oil good for health,USD,170,0.24,0.04,,,,N,N,
Keyword Ideas,100 pure olive oil,USD,110,0.94,1.11,,,,N,N,
Keyword Ideas,olive oil history,USD,170,0.06,,,,,N,N,
Keyword Ideas,mayonnaise with olive oil,USD,260,0.84,0.32,,,,N,N,
Keyword Ideas,pictures of olive oil,USD,170,0.2,0.05,,,,N,N,
Keyword Ideas,bertoli olive oil,USD,110,0.59,0.8,,,,N,N,
Keyword Ideas,olive oil beauty,USD,140,0.18,,,,,N,N,
Keyword Ideas,which olive oil is good for cooking,USD,260,0.55,0.15,,,,N,N,
Keyword Ideas,health benefits of fruit,USD,390,0.05,0.59,,,,N,N,
Keyword Ideas,olive oil pie crust,USD,390,0.12,0.1,,,,N,N,
Keyword Ideas,food encyclopedia,USD,480,0.65,0.45,,,,N,N,
Keyword Ideas,berio olive oil coupon,USD,70,0.03,0.92,,,,N,N,
Keyword Ideas,olive oil dishes,USD,90,0.7,0.25,,,,N,N,
Keyword Ideas,fiore olive oil,USD,390,0.04,1.04,,,,N,N,
Keyword Ideas,colavita olive oil coupon,USD,50,0.74,2.18,,,,N,N,
Keyword Ideas,olive oil hair conditioner,USD,210,0.96,0.69,,,,N,N,
Keyword Ideas,kosher olive oil,USD,70,0.64,0.47,,,,N,N,
Keyword Ideas,olive oil in french,USD,140,0.04,,,,,N,N,
Keyword Ideas,how to make garlic infused olive oil,USD,390,0.1,1.75,,,,N,N,
Keyword Ideas,olive oil for,USD,70,0.52,,,,,N,N,
Keyword Ideas,olive oil extraction,USD,210,0.19,0.73,,,,N,N,
Keyword Ideas,olive oil lemon,USD,110,0.27,,,,,N,N,
Keyword Ideas,olive oil vitamins,USD,140,0.17,0.79,,,,N,N,
Keyword Ideas,what is the best olive oil to buy,USD,90,0.99,0.62,,,,N,N,
Keyword Ideas,olive oil plant,USD,170,0.2,0.85,,,,N,N,
Keyword Ideas,salad dressing recipes with olive oil,USD,320,0.13,0.14,,,,N,N,
Keyword Ideas,pure extra virgin olive oil,USD,110,0.89,0.46,,,,N,N,
Keyword Ideas,olive oil gallon,USD,90,1,0.4,,,,N,N,
Keyword Ideas,olive oil properties,USD,210,0.1,0.02,,,,N,N,
Keyword Ideas,saponified olive oil,USD,260,0.19,1.11,,,,N,N,
Keyword Ideas,olive oil of the month club,USD,90,0.76,1.33,,,,N,N,
Keyword Ideas,california olive oil council,USD,320,0.17,1.84,,,,N,N,
Keyword Ideas,organic olive oils,USD,20,0.9,0.12,,,,N,N,
Keyword Ideas,constipation olive oil,USD,170,0.04,,,,,N,N,
Keyword Ideas,frying olive oil,USD,210,0.02,,,,,N,N,
Keyword Ideas,olive oil south africa,USD,70,0.42,0.43,,,,N,N,
Keyword Ideas,benefits of safflower oil,USD,320,0.22,1.72,,,,N,N,
Keyword Ideas,frantoi cutrera olive oil,USD,110,0.74,0.57,,,,N,N,
Keyword Ideas,benefits of virgin olive oil,USD,170,0.23,0.56,,,,N,N,
Keyword Ideas,olive oil hair care products,USD,50,1,0.54,,,,N,N,
Keyword Ideas,olive oil mill,USD,140,0.28,0.84,,,,N,N,
Keyword Ideas,different types of olive oil,USD,170,0.13,0.52,,,,N,N,
Keyword Ideas,cooking in olive oil,USD,170,0.11,0.34,,,,N,N,
Keyword Ideas,saloio olive oil,USD,50,0.58,0.21,,,,N,N,
Keyword Ideas,olive oil for skin moisturizer,USD,70,0.77,0.33,,,,N,N,
Keyword Ideas,dauro olive oil,USD,90,0.52,1.16,,,,N,N,
Keyword Ideas,greek olive oil for sale,USD,40,1,0.66,,,,N,N,
Keyword Ideas,oliva oil,USD,260,0.34,0.29,,,,N,N,
Keyword Ideas,olive oli,USD,260,0.37,0.32,,,,N,N,
Keyword Ideas,olive oil spanish,USD,70,0.33,0.83,,,,N,N,
Keyword Ideas,olive olive oil,USD,40,0.5,1,,,,N,N,
Keyword Ideas,flavoured olive oil,USD,170,0.9,0.51,,,,N,N,
Keyword Ideas,top olive oil brands,USD,140,0.42,0.66,,,,N,N,
Keyword Ideas,is monounsaturated fat good,USD,390,0.03,,,,,N,N,
Keyword Ideas,pure virgin olive oil,USD,90,0.95,0.59,,,,N,N,
Keyword Ideas,olive oil stretch marks,USD,260,0.06,0.07,,,,N,N,
Keyword Ideas,olive oil for cooking good or bad,USD,170,0.06,,,,,N,N,
Keyword Ideas,eating healthy benefits,USD,320,0.13,2.77,,,,N,N,
Keyword Ideas,how to make garlic olive oil,USD,260,0.19,0.13,,,,N,N,
Keyword Ideas,olive oil set,USD,90,0.97,0.63,,,,N,N,
Keyword Ideas,which olive oil for cooking,USD,210,0.21,0.18,,,,N,N,
Keyword Ideas,olio verde olive oil,USD,50,1,0.97,,,,N,N,
Keyword Ideas,make olive oil,USD,140,0.11,0.02,,,,N,N,
Keyword Ideas,fruit health benefits,USD,320,0.12,4.01,,,,N,N,
Keyword Ideas,gem olive oil,USD,50,0.57,1.55,,,,N,N,
Keyword Ideas,olive oil spray bottle,USD,320,1,0.56,,,,N,N,
